,tweet_id,retweet_count,favorite_count,timestamp,text,name,rating,age,jpg_url,dog_breed
10,889880896479866881,4438,25723,2017-07-25 16:11:53+00:00,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,Bruno,1.3,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog
11,889665388333682689,8900,44205,2017-07-25 01:55:32+00:00,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,1.3,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke
12,889638837579907072,3977,24864,2017-07-25 00:10:02+00:00,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,Ted,1.2,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog
13,889531135344209921,2010,13975,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,Stuart,1.3,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever
14,889278841981685760,4742,23205,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,1.3,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet
15,888917238123831296,3993,26819,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,1.2,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever
16,888804989199671297,3768,23537,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Zeke,1.3,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever
17,888554962724278272,3077,18150,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Ralphus,1.3,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky
18,888078434458587136,3087,20055,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,1.2,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog
19,887705289381826560,4802,27884,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,1.3,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset
20,887473957103951883,16004,63267,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,1.3,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke
21,887343217045368832,9365,31020,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,1.3,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless
22,887101392804085760,5309,28217,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,1.2,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed
23,886983233522544640,6807,32084,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,1.3,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua
24,886736880519319552,2837,11012,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,1.3,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz
25,886366144734445568,2815,19462,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,1.2,,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog
26,886258384151887873,5629,25765,2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,1.3,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug
27,885984800019947520,5979,29990,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,1.2,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel
28,885528943205470208,5690,33108,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,1.3,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug
29,885167619883638784,3884,20151,2017-07-12 16:03:00+00:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,1.3,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute
30,884925521741709313,16059,70907,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,1.2,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound
31,884876753390489601,4959,25608,2017-07-11 20:47:12+00:00,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,1.3,doggo,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow
32,884562892145688576,4184,22392,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,1.3,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug
33,884441805382717440,5078,24963,2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,1.4,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke
34,884162670584377345,2662,18802,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,1.2,,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd
35,883838122936631299,3042,20108,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,1.2,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman
36,883482846933004288,8794,42209,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,0.5,pupper,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever
37,883360690899218434,3281,20882,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,1.3,,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow
38,883117836046086144,5919,34134,2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,1.3,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever
39,882992080364220416,3456,21996,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,1.3,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog
40,882762694511734784,4345,26016,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,1.2,,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever
41,882627270321602560,5407,25809,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,1.3,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke
42,882268110199369728,10312,41263,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,1.3,pupper,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever
43,882045870035918850,4335,27010,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,1.3,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever
44,881906580714921986,3029,22444,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,1.2,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner
45,881666595344535552,9506,46678,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,1.3,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki
46,881536004380872706,14247,45570,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,1.4,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed
47,880872448815771648,3415,19613,2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,1.2,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke
48,880465832366813184,5532,26221,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,1.2,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever
49,880221127280381952,3703,24840,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,1.2,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua
50,880095782870896641,3876,25460,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,1.1,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher
51,879862464715927552,3104,20632,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,1.3,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset
52,879492040517615616,2836,21650,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,1.2,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer
53,879415818425184262,39737,97501,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,1.3,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer
54,879376492567855104,2792,15521,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,1.2,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever
55,879008229531029506,2389,17545,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,1.3,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla
56,878776093423087618,3650,17870,2017-06-25 00:45:22+00:00,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,1.3,,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound
57,878281511006478336,1136,7131,2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,1.3,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset
58,878057613040115712,6072,38860,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,1.4,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog
59,877736472329191424,16897,73037,2017-06-22 03:54:17+00:00,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,1.3,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever
60,877556246731214848,3401,20948,2017-06-21 15:58:08+00:00,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,1.2,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset
61,877316821321428993,4655,25336,2017-06-21 00:06:44+00:00,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,1.3,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki
62,877201837425926144,4967,25030,2017-06-20 16:29:50+00:00,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,1.2,pupper,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke
63,876838120628539392,2980,19117,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,1.2,,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound
64,876484053909872640,2114,17355,2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,1.3,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever
65,876120275196170240,4169,25862,2017-06-17 16:52:05+00:00,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,1.3,pupper,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog
66,875747767867523072,3820,23192,2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,1.3,doggo,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever
67,875144289856114688,4392,20286,2017-06-15 00:13:52+00:00,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,1.3,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky
68,875021211251597312,4221,23587,2017-06-14 16:04:48+00:00,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,,1.2,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier
69,874680097055178752,4154,25746,2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,1.2,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever
70,874296783580663808,3702,24100,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,1.3,,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel
71,874057562936811520,3568,21038,2017-06-12 00:15:36+00:00,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",,1.2,pupper,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever
72,874012996292530176,9158,31669,2017-06-11 21:18:31+00:00,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Sebastian,1.3,doggo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan
73,873580283840344065,3542,22431,2017-06-10 16:39:04+00:00,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",,1.3,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland
74,873213775632977920,1419,6629,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Sierra,1.2,,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla
75,872967104147763200,4866,25235,2017-06-09 00:02:31+00:00,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,,1.2,,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever
76,872820683541237760,3345,13653,2017-06-08 14:20:41+00:00,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",,1.3,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug
77,872620804844003328,3276,19215,2017-06-08 01:06:27+00:00,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,1.3,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel
78,872486979161796608,8142,37802,2017-06-07 16:14:40+00:00,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,,1.2,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke
79,872122724285648897,7288,31769,2017-06-06 16:07:15+00:00,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Kody,1.2,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug
80,871879754684805121,9847,34829,2017-06-06 00:01:46+00:00,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Lassie,1.3,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog
81,871762521631449091,3141,18759,2017-06-05 16:15:56+00:00,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,Rover,1.2,,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever
82,871515927908634625,3130,18740,2017-06-04 23:56:03+00:00,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,1.2,,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor
83,871032628920680449,3441,21143,2017-06-03 15:55:36+00:00,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Boomer,1.3,puppo,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie
84,870656317836468226,2366,11474,2017-06-02 15:00:16+00:00,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Cody,1.3,,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke
85,870374049280663552,24056,77304,2017-06-01 20:18:38+00:00,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Zoey,1.3,pupper,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever
86,870308999962521604,3758,20405,2017-06-01 16:00:09+00:00,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Rumble,1.3,,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog
87,869772420881756160,9182,39688,2017-05-31 04:27:59+00:00,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Dewey,1.3,,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke
88,869702957897576449,5707,26295,2017-05-30 23:51:58+00:00,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Stanley,1.3,,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke
89,869596645499047938,2822,14869,2017-05-30 16:49:31+00:00,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Scout,1.2,,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua
90,869227993411051520,3422,19041,2017-05-29 16:24:37+00:00,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Gizmo,1.3,,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke
91,868880397819494401,13083,60929,2017-05-28 17:23:24+00:00,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,Walter,1.4,,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,French_bulldog
92,868622495443632128,4803,24833,2017-05-28 00:18:35+00:00,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,,1.3,,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever
